,0,Label
147,-0.012849368,Don't move
148,0.015869306,Don't move
149,0.0042778505,Don't move
150,0.00083346205,Don't move
151,0.0024263582,Don't move
152,0.016002093,Don't move
153,-0.009537217,Don't move
154,0.012720853,Don't move
155,-0.026645469,Don't move
156,-0.010410705,Don't move
157,0.021510184,Don't move
158,0.0030836652,Don't move
159,0.009715125,Don't move
160,-0.005061042,Don't move
161,-0.001225206,Don't move
162,0.011235044,Don't move
163,-0.0150058875,Don't move
164,0.009962596,Don't move
165,0.01831107,Don't move
166,-4.1880496e-05,Don't move
167,-0.021484967,Don't move
168,0.0018332842,Don't move
169,0.0071704225,Don't move
170,0.0046100495,Don't move
171,-0.005181403,Don't move
172,-0.021763453,Don't move
173,0.0245561,Don't move
174,0.019646239,Don't move
175,0.013048879,Don't move
176,-0.0026568458,Buy
177,-0.009306546,Buy
178,-0.022632169,Buy
179,0.01870587,Buy
180,0.034279443,Buy
181,-0.06532785,Buy
182,0.043504972,Buy
183,-0.05416365,Buy
184,-0.045487672,Buy
185,-0.06142719,Buy
186,0.038141526,Buy
187,-0.107297696,Buy
188,0.063733436,Buy
189,0.0854938,Buy
190,-0.073222525,Buy
191,0.028864862,Don't move
192,0.11726231,Don't move
193,-0.03756386,Don't move
194,-0.0324282,Don't move
195,-0.075908,Don't move
196,-0.0764714,Don't move
197,0.09756806,Sell
198,-0.0040697893,Sell
199,-0.019669976,Sell
200,-0.007571727,Sell
201,0.026638774,Sell
202,0.060441956,Sell
203,-0.049846824,Sell
204,-0.017531939,Sell
205,0.036925573,Sell
206,0.022832628,Sell
207,0.022344923,Sell
208,0.009613611,Sell
209,-0.02268567,Don't move
210,-0.06106824,Don't move
211,-0.05320884,Don't move
212,-0.040005516,Don't move
213,0.046831537,Buy
214,0.027464882,Don't move
215,0.013232771,Don't move
216,0.03190115,Don't move
217,-0.026083156,Don't move
218,0.04774968,Don't move
219,-0.007387409,Don't move
220,0.017571723,Don't move
221,-0.013284405,Don't move
222,-0.0062032714,Don't move
223,-0.015202575,Don't move
224,-0.021824632,Don't move
225,-0.003283979,Don't move
226,0.016346853,Don't move
227,0.0125728855,Don't move
228,0.016726395,Don't move
229,0.0033590603,Don't move
230,-0.017125143,Don't move
231,0.0029792653,Don't move
232,-0.022587765,Don't move
233,0.0080882935,Don't move
234,0.022462072,Don't move
235,0.020388458,Don't move
236,-0.022195328,Don't move
237,-0.00597461,Don't move
238,-0.020450579,Don't move
239,0.001710804,Don't move
240,-0.0108230505,Don't move
241,-0.004300109,Don't move
242,-0.0003038157,Don't move
243,-0.04349827,Don't move
244,0.009109434,Don't move
245,-0.005446556,Don't move
246,-0.024994172,Don't move
247,-0.01474481,Don't move
248,-0.020707585,Don't move
249,0.024268983,Don't move
250,-0.026058162,Don't move
251,0.007732897,Don't move
252,0.021569349,Don't move
253,-0.02212952,Don't move
254,0.023940537,Don't move
255,-0.02234699,Don't move
256,0.0106879305,Don't move
257,0.057378985,Don't move
258,0.050085887,Don't move
259,0.023195004,Don't move
260,0.011746875,Don't move
261,-0.05267037,Don't move
262,-0.005125574,Don't move
263,-0.025212713,Don't move
264,-0.017393067,Don't move
265,-0.060982656,Don't move
266,0.03865806,Don't move
267,-0.0055740885,Don't move
268,0.028811373,Don't move
269,-0.08687813,Don't move
270,-0.0069223777,Don't move
271,0.037247658,Don't move
272,-0.010877631,Don't move
273,-0.017090969,Don't move
274,0.01759468,Don't move
275,-0.08649757,Don't move
276,0.022765294,Don't move
277,0.039562937,Don't move
278,0.030134086,Don't move
279,0.00748517,Don't move
280,-0.022055626,Don't move
281,-0.02236352,Don't move
282,0.028667482,Don't move
283,-0.03560827,Don't move
284,-0.00410047,Don't move
285,-0.005741104,Don't move
286,0.0002823535,Don't move
287,-0.043945264,Don't move
288,-0.02490775,Don't move
289,-0.019320318,Don't move
290,-0.00072516454,Don't move
291,-0.028939607,Don't move
292,0.015316423,Don't move
293,-0.0069116005,Don't move
294,0.025100524,Don't move
295,-0.032752983,Don't move
296,0.046050377,Don't move
297,0.04872954,Don't move
298,0.012151298,Don't move
299,0.01987056,Don't move
300,-0.01957756,Don't move
301,-0.015497716,Don't move
302,0.020143075,Don't move
303,-0.044068195,Don't move
304,-0.027053311,Don't move
305,-0.014694769,Don't move
306,-0.007490034,Buy
307,-0.05123223,Buy
308,-0.019082807,Buy
309,0.0005397659,Buy
310,-0.0035212992,Buy
311,-0.0058443123,Buy
312,0.031278227,Buy
313,0.014901951,Buy
314,0.014786414,Buy
315,-0.0057653836,Buy
316,0.039186556,Buy
317,0.051822383,Buy
318,0.04746843,Buy
319,0.019291162,Buy
320,-0.043877013,Buy
321,0.0014209375,Buy
322,0.026986878,Buy
323,-0.03764133,Buy
324,0.03660326,Buy
325,-0.02969986,Buy
326,0.008345503,Buy
327,-0.01024181,Buy
328,-0.026912427,Buy
329,-0.03474393,Buy
330,-0.0014899324,Buy
331,-0.019265242,Buy
332,-0.01468922,Buy
333,0.041343898,Don't move
334,-0.02991265,Don't move
335,0.020941967,Don't move
336,-0.028865349,Don't move
337,0.018727902,Don't move
338,-0.053721435,Don't move
339,-0.063690215,Don't move
340,-0.015318337,Don't move
341,0.023422582,Don't move
342,0.001849644,Don't move
343,-0.010341633,Don't move
344,0.006169166,Don't move
345,-0.007542812,Don't move
346,0.016282978,Don't move
347,0.0030575213,Don't move
348,0.0011384812,Don't move
349,0.021089606,Don't move
350,-0.022445831,Don't move
351,0.01577399,Don't move
352,-0.024724485,Don't move
353,-0.0054038595,Don't move
354,-0.015030729,Don't move
355,0.019061137,Don't move
356,0.021207254,Don't move
357,0.0019614391,Don't move
358,0.020685585,Don't move
359,-0.0032108035,Don't move
360,0.01727076,Don't move
361,-0.0123838065,Don't move
362,-0.0020097385,Don't move
363,0.011887381,Don't move
364,0.02495277,Don't move
365,-0.018569829,Don't move
366,0.005901019,Don't move
367,-0.019198803,Don't move
368,0.01932039,Don't move
369,0.00939013,Don't move
370,-0.011348355,Don't move
371,-0.02115975,Don't move
372,-0.008378234,Don't move
373,0.011791247,Don't move
374,-0.0025798576,Don't move
375,-0.00021152849,Don't move
376,-0.023170995,Don't move
377,0.02068048,Don't move
378,0.0009874277,Don't move
379,0.02029026,Don't move
380,-0.059571967,Don't move
381,-0.13874379,Don't move
382,0.010223242,Don't move
383,-0.076616324,Don't move
384,-0.023785004,Don't move
385,0.03409639,Don't move
386,-0.0035254178,Don't move
387,-0.08276251,Don't move
388,-0.0636104,Don't move
389,-0.0010695041,Don't move
390,-0.039668445,Don't move
391,0.040572967,Don't move
392,-0.033015426,Don't move
393,-0.06388514,Don't move
394,0.09079719,Don't move
395,0.03398108,Don't move
396,0.12637325,Don't move
397,0.14025778,Don't move
398,0.07717097,Don't move
399,-0.009194845,Don't move
400,-0.009495225,Don't move
401,0.0069573144,Don't move
402,0.013195163,Don't move
403,-0.013932848,Don't move
404,-0.051053006,Don't move
405,-0.025688885,Don't move
406,0.059696686,Don't move
407,0.12553169,Don't move
408,0.03591021,Don't move
409,0.0136132855,Don't move
410,0.07995008,Don't move
411,0.051348835,Don't move
412,0.034577716,Don't move
413,-0.035165012,Don't move
414,-0.00593028,Don't move
415,-0.07255008,Don't move
416,0.0054211267,Don't move
417,0.040928505,Don't move
418,0.052693207,Don't move
419,0.007150334,Don't move
420,0.002960302,Don't move
421,-0.033503488,Don't move
422,0.0037313546,Don't move
423,-0.025706312,Don't move
424,0.004242484,Don't move
425,-0.015050538,Don't move
426,0.011040546,Don't move
427,-0.03305321,Don't move
428,0.021408273,Don't move
429,0.016065387,Don't move
430,-0.008742126,Don't move
431,0.02503898,Don't move
432,0.00351243,Don't move
433,0.021087827,Don't move
434,-0.011431677,Don't move
435,-0.0064507173,Don't move
436,-0.0042238114,Don't move
437,0.03579579,Don't move
438,-0.00658224,Don't move
439,0.0008639111,Don't move
440,-0.086775914,Don't move
441,-0.05505112,Don't move
442,-0.011651349,Don't move
443,-0.052524608,Don't move
444,0.016235467,Don't move
445,-0.08153191,Don't move
446,-0.065437935,Don't move
447,0.020135526,Don't move
448,-0.045879897,Don't move
449,-0.013868714,Don't move
450,-0.02899009,Sell
451,-0.051368874,Sell
452,-0.03184225,Sell
453,0.08285379,Sell
454,0.033254556,Sell
455,-0.022071902,Sell
456,0.08777441,Sell
457,0.022901403,Sell
458,-0.034209155,Sell
459,-0.027494311,Sell
460,-0.015506767,Sell
461,-0.03026625,Sell
462,0.016184203,Sell
463,-0.025330437,Sell
464,0.026965607,Sell
465,0.027300589,Don't move
466,0.013308688,Don't move
467,-0.026848847,Don't move
468,-0.010174859,Don't move
469,0.009856888,Don't move
470,0.011008526,Don't move
471,0.017690847,Don't move
472,0.028820831,Buy
473,-0.02137428,Buy
474,0.029728683,Buy
475,-0.004505304,Buy
476,0.039097045,Buy
477,0.06256574,Buy
478,0.014401165,Buy
479,0.002352553,Buy
480,0.006579902,Buy
481,-0.05459,Buy
482,0.13527785,Buy
483,-0.11020901,Buy
484,0.018988268,Buy
485,0.092499666,Buy
486,-0.022965934,Buy
487,-0.24330631,Buy
488,-0.043556146,Buy
489,0.037919264,Buy
490,-0.07605958,Buy
491,0.055830624,Buy
492,0.08646127,Don't move
493,-0.060398668,Don't move
494,0.038747553,Sell
495,-0.044015605,Sell
496,0.052262846,Sell
497,0.13235316,Sell
498,-0.045647517,Sell
499,0.04726356,Sell
500,-0.014901144,Sell
501,-0.026081637,Sell
502,0.01238145,Sell
503,-0.062195834,Sell
504,0.02465447,Sell
505,0.0074405335,Sell
506,-0.004026401,Sell
507,-0.04537279,Sell
508,-0.026056401,Sell
509,-0.011632733,Sell
510,-0.029948996,Sell
511,-0.014807078,Sell
512,0.007094636,Sell
513,-0.030336821,Sell
514,0.030044077,Sell
515,-0.0065501765,Buy
516,-0.0052531436,Buy
517,0.01417063,Buy
518,0.0149513865,Buy
519,-0.018362882,Buy
520,-0.038464006,Buy
521,-0.014145924,Buy
522,-0.004545936,Buy
523,-0.10048178,Buy
524,0.0074595753,Buy
525,-0.046269037,Buy
526,0.020115357,Buy
527,-0.004343112,Buy
528,-0.0032860758,Buy
529,-0.040065356,Don't move
530,-0.06801814,Don't move
531,-0.04423734,Don't move
532,-0.014302676,Don't move
533,-0.008567352,Don't move
534,-0.014856567,Don't move
535,-0.051292755,Don't move
536,0.10095913,Don't move
537,0.02200513,Don't move
538,-0.080499746,Don't move
539,0.014847534,Don't move
540,-0.011917243,Don't move
541,-0.028408326,Don't move
542,0.07479294,Don't move
543,0.012137985,Don't move
544,0.009767505,Don't move
545,-0.06792096,Don't move
546,-0.030736709,Don't move
547,-0.08844646,Don't move
548,0.015362175,Don't move
549,0.06997612,Don't move
550,-0.020742472,Don't move
551,0.0059378035,Don't move
552,0.082983285,Buy
553,-0.014620707,Buy
554,0.0031082798,Buy
555,0.010561926,Buy
556,0.08108492,Buy
557,0.044261567,Buy
558,-0.013831388,Buy
559,0.009468543,Buy
560,-0.048125565,Buy
561,-0.10770706,Buy
562,0.011386373,Buy
563,-0.13789111,Buy
564,-0.017879296,Buy
565,-0.03091417,Buy
566,-0.004025262,Buy
567,-0.09843806,Buy
568,0.056407686,Buy
569,-0.005366897,Buy
570,-0.05530442,Don't move
571,-0.06664872,Don't move
572,0.036763817,Don't move
573,0.024991686,Don't move
574,0.08596775,Don't move
575,-0.093122415,Don't move
576,0.10274107,Don't move
577,0.111689426,Don't move
578,-0.03636162,Don't move
579,0.11405742,Don't move
580,-0.020018071,Don't move
581,-0.044448353,Don't move
582,0.02498839,Don't move
583,-0.076026015,Don't move
584,-0.014406765,Don't move
585,0.029358197,Don't move
586,-0.0026186148,Don't move
587,-0.03780399,Don't move
588,-0.00035982626,Don't move
589,0.008722446,Don't move
590,-0.028087817,Don't move
591,0.010773713,Don't move
592,0.033732012,Don't move
593,-0.008592905,Don't move
594,0.05431997,Don't move
595,0.017837897,Don't move
596,0.033106044,Don't move
597,0.06353699,Don't move
598,0.030636204,Don't move
599,-0.023397915,Don't move
600,0.00049380085,Sell
601,-0.019617314,Sell
602,0.016335921,Sell
603,-0.012481061,Sell
604,-0.023375073,Sell
605,0.016377468,Sell
606,0.013012862,Sell
607,-0.011231921,Sell
608,-0.0013449225,Sell
609,-0.009634637,Sell
610,0.0101495655,Sell
611,0.018298395,Sell
612,-0.02225591,Sell
613,0.00017523617,Sell
614,-0.012977377,Sell
615,0.0034152623,Sell
616,0.0082432125,Sell
617,0.018718386,Sell
618,0.009265473,Sell
619,-0.0045336843,Sell
620,-0.0071203206,Sell
621,-0.06429775,Sell
622,-0.033400025,Sell
623,-0.03948957,Sell
624,0.041172735,Sell
625,-0.045474898,Sell
626,0.029817909,Sell
627,0.013343074,Sell
628,-0.008185318,Sell
629,-0.018317845,Sell
630,-0.0959506,Sell
631,0.08688693,Sell
632,0.06959226,Sell
633,-0.012902108,Sell
634,0.07336613,Sell
635,-0.01686267,Sell
636,0.039142177,Sell
637,0.055204272,Buy
638,-0.016192142,Buy
639,0.017293626,Buy
640,-0.054982413,Buy
641,-0.02135299,Buy
642,0.012712111,Buy
643,-0.034093227,Buy
644,-0.041424725,Buy
645,-0.0851386,Buy
646,0.052886005,Buy
647,-0.032775503,Buy
648,-0.049354453,Buy
649,-0.005656777,Buy
650,-0.060054135,Buy
651,-0.04407258,Buy
652,0.00035622157,Buy
653,0.0366744,Buy
654,-0.02533624,Buy
655,0.048816904,Buy
656,0.0042392667,Buy
657,0.025705965,Buy
658,0.016516121,Buy
659,-0.043400545,Buy
660,-0.020762354,Buy
661,-0.020037565,Buy
662,0.017770985,Buy
663,-0.07805241,Buy
664,0.0024120077,Don't move
665,0.033963304,Don't move
666,-0.016991105,Don't move
667,-0.0352936,Don't move
668,-0.0024882872,Don't move
669,-0.02234534,Don't move
670,-0.05678855,Don't move
671,-0.002704546,Don't move
672,0.0078089694,Don't move
673,0.047972344,Don't move
674,0.01763067,Don't move
675,0.013593934,Don't move
676,0.05826093,Don't move
677,0.037404686,Don't move
678,0.040914737,Don't move
679,0.0090007,Don't move
680,-0.063398786,Don't move
681,-0.078475334,Don't move
682,0.034108173,Don't move
683,-0.030523138,Don't move
684,-0.0079937065,Don't move
685,-0.059723563,Don't move
686,-0.045770645,Don't move
687,0.011537036,Don't move
688,0.017655632,Don't move
689,-0.014910688,Don't move
690,-0.028970357,Don't move
691,-0.016780498,Don't move
692,0.009998463,Don't move
693,0.0567046,Don't move
694,0.001831118,Don't move
695,-0.0009460681,Don't move
696,0.070782356,Don't move
697,0.059063025,Don't move
698,-0.021941395,Don't move
699,-0.021453124,Don't move
700,-0.02395936,Don't move
701,-0.0073171146,Don't move
702,0.008699519,Don't move
703,-0.034777783,Don't move
704,0.003563116,Don't move
705,0.018987454,Don't move
706,-0.005816005,Don't move
707,-0.042896062,Don't move
708,-0.0046672234,Don't move
709,0.018538516,Don't move
710,-0.037458822,Don't move
711,0.0046959254,Don't move
712,0.005238399,Don't move
713,0.0028708505,Don't move
714,0.032540075,Don't move
715,0.010214993,Don't move
716,0.01683952,Don't move
717,0.018947877,Don't move
718,-0.0048939385,Don't move
719,0.02360482,Don't move
720,-0.015978366,Don't move
721,-0.014295565,Don't move
722,0.008970596,Don't move
723,-0.014585718,Don't move
724,0.018119158,Don't move
725,0.010638989,Don't move
726,-0.018153515,Don't move
727,-0.0011125137,Don't move
728,-0.005662893,Don't move
729,0.0025602835,Don't move
730,0.014327988,Don't move
731,0.015411307,Don't move
732,-0.021752097,Don't move
733,-0.0044659097,Don't move
734,0.011509628,Don't move
735,0.018131899,Don't move
736,-0.01807306,Don't move
737,-0.004028942,Don't move
738,0.0060851974,Don't move
739,-0.010578298,Don't move
740,-0.039503388,Don't move
741,0.008456165,Don't move
742,-0.05705358,Don't move
743,-0.0023095692,Don't move
744,0.04341568,Don't move
745,-0.009730393,Don't move
746,-0.007812878,Don't move
747,0.021387681,Don't move
748,-0.055677578,Don't move
749,0.04453906,Don't move
750,0.00017188629,Don't move
751,-0.016338276,Don't move
752,0.0035237242,Don't move
753,0.009988655,Don't move
754,-0.012792166,Don't move
755,0.03225319,Don't move
756,0.06695074,Don't move
757,0.042743422,Don't move
758,0.013909676,Don't move
759,0.01736669,Don't move
760,-0.036041528,Don't move
761,-0.020191992,Don't move
762,0.02959792,Don't move
763,-0.052278247,Don't move
764,-0.007489928,Don't move
765,0.0066877757,Don't move
766,-0.055418786,Don't move
767,-0.013427928,Don't move
768,0.0002736668,Don't move
769,0.01361832,Don't move
770,-0.009328604,Don't move
771,-0.030700983,Buy
772,0.006017168,Buy
773,-0.012007365,Buy
774,0.036780335,Buy
775,-0.008462291,Buy
776,0.05459638,Buy
777,0.020072771,Don't move
778,0.023383733,Don't move
779,-0.002222308,Don't move
780,-0.029788094,Don't move
781,-0.004957083,Don't move
782,0.018471034,Don't move
783,-0.041885894,Don't move
784,0.017025806,Don't move
785,0.020832354,Don't move
786,-0.003941945,Don't move
787,-0.013938058,Don't move
788,0.017776437,Don't move
789,-0.0011812593,Don't move
790,-0.00019418914,Don't move
791,-0.010998422,Don't move
792,0.026973173,Buy
793,0.023840398,Buy
794,0.017952485,Buy
795,0.010771405,Buy
796,0.003352487,Buy
797,0.07078903,Buy
798,0.005110644,Buy
799,0.009185663,Buy
800,0.013003755,Don't move
801,-0.019415373,Don't move
802,-0.016229257,Don't move
803,0.013323616,Don't move
804,0.02155273,Don't move
805,-0.00446729,Don't move
806,0.015614621,Don't move
807,-0.020520698,Don't move
808,-0.013382724,Don't move
809,-0.012196712,Don't move
810,-0.0096330475,Don't move
811,0.0031743823,Don't move
812,0.017083272,Don't move
813,-0.0017286707,Don't move
814,0.022349952,Don't move
815,0.0120224375,Don't move
816,0.024327315,Don't move
817,0.009679314,Don't move
818,-0.004933589,Don't move
819,0.02503937,Buy
820,-0.033972286,Buy
821,-0.031487793,Buy
822,0.009413288,Buy
823,-0.059227996,Buy
824,-0.022666804,Buy
825,-0.019571966,Buy
826,-0.008329481,Buy
827,-0.047275037,Buy
828,0.01585567,Buy
829,-0.045419816,Buy
830,-0.028625658,Buy
831,-0.018099938,Buy
832,0.006477055,Buy
833,0.0090773525,Buy
834,0.025318205,Buy
835,0.028621685,Buy
836,0.040435135,Buy
837,0.029727647,Buy
838,0.05560211,Buy
839,-0.010800393,Buy
840,0.010848854,Buy
841,-0.0056549767,Don't move
842,0.008070624,Don't move
843,-0.023934122,Don't move
844,0.01957425,Don't move
845,-0.010832537,Don't move
846,-0.02317271,Don't move
847,-0.01680658,Don't move
848,-0.01937522,Don't move
849,-0.013278068,Don't move
850,0.0060638436,Don't move
851,-0.0043468727,Don't move
852,-0.010105153,Don't move
853,0.0123638995,Don't move
854,0.0049405303,Don't move
855,0.011196833,Don't move
856,0.0005837453,Buy
857,-0.019327514,Buy
858,-0.014099501,Buy
859,0.015613632,Buy
860,0.016196867,Buy
861,-0.017965116,Buy
862,0.017986672,Buy
863,0.0040687383,Buy
864,-0.0076308884,Buy
865,-0.020207437,Buy
866,0.012984924,Buy
867,-0.006669476,Buy
868,-0.015378576,Buy
869,0.01796018,Buy
870,-0.00029344193,Buy
871,-0.002636789,Buy
872,0.026776696,Buy
873,0.004096156,Buy
874,0.008486371,Buy
875,-0.0039582383,Buy
876,-0.011434814,Buy
877,0.0029731137,Buy
878,0.0052239485,Buy
879,-0.021752918,Buy
880,0.0026951344,Buy
881,0.022576546,Buy
882,-0.012456452,Buy
883,-0.024483806,Buy
884,0.008562183,Buy
885,-0.0041548936,Don't move
886,-0.020103028,Don't move
887,-0.0032993313,Don't move
888,0.011961009,Don't move
889,-0.007345074,Don't move
890,-0.021279411,Don't move
891,0.0021758124,Don't move
892,0.011331522,Don't move
893,-0.02094866,Don't move
894,0.01637543,Don't move
895,-0.0235049,Don't move
896,-0.0030425508,Don't move
897,0.015087212,Don't move
898,0.0049733697,Don't move
899,-0.013158781,Don't move
900,0.0028221577,Don't move
901,-0.005478661,Don't move
902,0.0056202793,Don't move
903,-0.016718306,Don't move
904,-0.009958627,Don't move
905,0.003544787,Don't move
906,0.030881211,Don't move
907,-0.034463428,Don't move
908,0.023007296,Don't move
909,0.0071125934,Don't move
910,-0.028938046,Don't move
911,0.02293325,Don't move
912,0.00077989046,Don't move
913,0.014872578,Don't move
914,-0.015310383,Don't move
915,0.024140403,Don't move
916,-0.02089535,Don't move
917,0.014869386,Don't move
918,0.005309719,Don't move
919,0.018604256,Don't move
920,-0.010591983,Don't move
921,0.013016308,Don't move
922,0.012878242,Don't move
923,-0.008452916,Don't move
924,-0.009598021,Don't move
925,0.022036402,Don't move
926,0.022182716,Don't move
927,-0.013188239,Sell
928,-0.0008812674,Sell
929,0.023447452,Sell
930,-0.0045655137,Sell
931,0.015951037,Sell
932,-0.0056358334,Sell
933,0.022469237,Sell
934,-0.012646631,Sell
935,0.010633583,Sell
936,0.011975245,Sell
937,-0.016839107,Sell
938,0.001345946,Sell
939,-0.021190783,Sell
940,-0.0016391203,Sell
941,-0.006860122,Sell
942,-0.020051613,Sell
943,-0.041138664,Sell
944,-0.058770414,Sell
945,-0.011184217,Sell
946,0.010414146,Sell
947,-0.051864356,Sell
948,-0.01559058,Sell
949,0.032219272,Sell
950,0.01145329,Sell
951,0.040664665,Sell
952,0.05926511,Sell
953,-0.007913159,Sell
954,0.03331007,Sell
955,-0.03315214,Sell
956,0.05271575,Sell
957,0.11267874,Sell
958,0.018886745,Sell
959,-0.031753674,Sell
960,-0.010783652,Sell
961,-0.042108763,Sell
962,0.020143175,Sell
963,-0.025763314,Don't move
964,-0.0006974407,Don't move
965,0.02509293,Don't move
966,0.033027936,Don't move
967,-0.006307446,Don't move
968,-0.0019474011,Don't move
969,-0.061057515,Don't move
970,-0.00069777574,Don't move
971,-0.0604863,Don't move
972,-0.009480038,Don't move
973,-0.03501982,Don't move
974,0.026569717,Don't move
975,0.06589296,Don't move
976,0.06579973,Don't move
977,0.048008807,Don't move
978,0.01904729,Don't move
979,-0.03721603,Don't move
980,0.02112347,Don't move
981,-0.02096916,Sell
982,0.042108342,Sell
983,-0.041959777,Sell
984,0.05071031,Sell
985,0.039409555,Sell
986,0.03451606,Sell
987,-0.0022054687,Sell
988,-0.037051804,Sell
989,0.038656652,Sell
990,-0.011835553,Don't move
991,-0.059133895,Don't move
992,0.011036014,Don't move
993,0.02724017,Don't move
994,0.01448311,Don't move
995,0.014273255,Don't move
996,0.023241226,Don't move
997,-0.023653476,Don't move
998,0.033477373,Don't move
999,-0.0127140675,Don't move
1000,-0.05556419,Don't move
1001,-0.08273523,Don't move
1002,0.000624804,Don't move
1003,-0.06891281,Don't move
1004,0.029290058,Don't move
1005,-0.055417832,Don't move
1006,0.031026687,Don't move
1007,-0.056855187,Don't move
1008,0.018125277,Don't move
1009,-0.10138668,Don't move
1010,-0.028767794,Don't move
1011,-0.012143889,Don't move
1012,-0.08282557,Don't move
1013,-0.057382338,Don't move
1014,-0.054330945,Don't move
1015,0.10421349,Don't move
1016,0.04946103,Don't move
1017,-0.01896604,Sell
1018,0.05667092,Sell
1019,-0.04276034,Sell
1020,-0.0052161347,Sell
1021,-0.02668649,Sell
1022,0.033562146,Sell
1023,-0.054997608,Sell
1024,0.067928754,Sell
1025,0.044931713,Sell
1026,0.04539256,Sell
1027,-0.033472396,Don't move
1028,-0.05103775,Don't move
1029,0.035292782,Don't move
1030,-0.024867788,Don't move
1031,-0.035587408,Don't move
1032,0.026605997,Don't move
1033,-0.034907695,Don't move
1034,0.04435959,Don't move
1035,0.015919222,Don't move
1036,0.07984352,Don't move
1037,0.024436664,Don't move
1038,0.030792836,Don't move
1039,0.040049914,Don't move
1040,0.010952072,Don't move
1041,0.02443222,Don't move
1042,0.004016019,Don't move
1043,0.0017509146,Don't move
1044,-0.009983642,Don't move
1045,0.00070986355,Don't move
1046,-0.011263079,Don't move
1047,0.00022145646,Don't move
1048,0.003545248,Don't move
1049,0.021933444,Don't move
