,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Label,Weighted Impact Factor
0,0.002860753,-0.00312528,-0.000563045,0.004175294,0.004004409,-0.00126168,-0.001520415,-0.000364286,0.004031745,-0.004755647,0.00284776,-0.002640001,0.000762337,0.002340741,0.004505949,0.000303554,0.002629031,0.000284753,-0.004029011,0.001901246,0.002329235,0.004082758,-0.000909946,-0.004936701,0.004068619,0.002166405,-0.003814476,0.00164454,-0.002106981,-0.001437931,0.00315826,-0.003293034,0.003373942,0.000314014,0.001845315,-0.004592321,-0.001879945,0.001144369,0.003589117,-0.002952704,-0.001757901,-0.001933839,-0.000314095,-0.004845741,0.00134905,0.004736234,-0.000715044,0.001747232,-0.004891974,-0.001725776,0.002526076,-0.004905905,-0.000199688,0.002533635,0.000159843,-0.003510314,0.002342885,3.59E-05,0.003767535,-0.004537192,-0.004154085,0.00227575,0.003802737,0.001033102,0.004129449,-0.004022737,0.003040296,0.001491861,0.001469706,-0.00059634,-0.003417127,0.000104072,-0.004705157,-0.002355539,0.000249668,0.001403704,0.00255557,0.003553669,0.004934011,-0.000566713,-0.000518082,0.002696652,0.004942465,0.000403171,0.002714064,0.004358994,-0.001657526,-0.001622743,-0.003526878,0.000872627,0.004466346,0.003297056,0.003812382,-0.00056755,0.000290983,-0.001022862,-0.001061967,0.000453581,-0.004331271,-0.002185835,Don't move,20.83333333
1,-0.009722158,0.008348968,0.000585421,0.002712518,-0.005574229,-0.002192574,-0.007677124,0.000627341,0.001341517,0.000898814,0.006371217,-0.00171929,-0.005074192,0.004121261,-0.005100137,-0.002652967,0.010160773,0.000938379,0.007284624,0.004324343,0.009964415,0.004866616,-0.005814272,-0.012726633,-0.003961403,-0.007328658,-0.002016465,-0.001853272,-0.003850153,-0.00247221,0.000789895,0.001107311,-0.004387439,-0.000645611,-0.004840484,-0.000295406,-0.007364637,-0.005154363,0.000193119,-0.011017611,-0.002021839,0.003935133,0.000417731,0.002154253,0.003535547,4.52E-05,-0.002096154,0.013758266,0.009097857,-0.004631782,-0.008757825,0.000291768,0.002464291,-0.002955022,-0.00079458,0.007167086,-0.000877805,0.001648418,-0.007472875,0.000986957,-0.007557051,-0.001451104,-0.006809254,0.003815066,-0.002323043,0.003527553,-0.004046909,-0.008789638,-0.007745157,0.001430125,-0.00114396,0.007699604,-0.005344445,0.011008692,0.000921569,0.000227002,-0.000306843,-0.002304398,-0.000818905,-0.002753303,-0.004175753,0.003278509,0.002822161,0.000869302,-0.00743636,0.009444276,-0.008031253,0.010132445,0.001443404,-0.014640674,2.58E-05,0.004519116,0.004569124,0.007021308,-0.001008335,0.001503992,-0.001505608,-0.006864402,0.00442703,0.005463432,Don't move,2.653061224
2,0.010698945,-0.008579643,-0.000281459,-0.007062364,0.009948114,0.006556419,-0.016022312,-0.01151526,-0.017172325,-0.021997703,-0.010287544,-0.02934858,0.019622127,0.003720584,-0.018865662,0.004952269,0.009649824,-0.017560838,-0.009543949,0.01325236,-0.000163489,0.013489366,-0.026978107,-0.013710056,0.013229983,-0.004448035,-0.020679226,0.007043982,0.012076804,0.013830824,0.017704576,-0.016464535,-0.032934632,0.009138657,-0.003189278,0.004162057,0.007172063,-0.029186694,0.01689267,-0.012121188,0.000573483,0.000166607,0.003371427,0.03210733,-0.000956291,-0.015093181,0.007814364,0.025182102,-0.02466504,0.005762968,0.000485805,-0.005639364,-0.002345186,-0.003729404,-0.02149015,0.036638293,-0.000527331,-0.02628417,-0.01636958,0.002350561,0.009979283,-0.00159936,0.005556237,0.003296029,-0.004020005,0.025171736,0.015838623,0.025038455,0.018371532,0.014899232,-0.011765163,-0.009758007,0.006408427,-0.013950098,0.015407346,-0.004991774,-0.017205244,-0.028862612,0.020138156,-0.0411924,-0.03344452,0.002991212,0.004851331,0.0106993,-0.003275379,-0.012323036,-0.000941881,0.031720255,0.005918741,-0.022032298,0.036453426,0.01382215,-0.005430113,0.027349861,-0.022418866,0.006439962,-0.010020762,-0.003896107,0.008646405,-0.041904956,Don't move,5.555555556
3,0.001445691,0.002605545,0.009493395,-0.004984791,0.003126455,0.000980598,-0.011113931,0.004253386,-0.004540106,-6.30E-06,-0.004833777,0.007232347,0.005215619,-0.00259363,0.007414776,-0.003708378,0.002982004,-0.004927066,-0.00606354,0.005856695,-0.004238352,-0.008628595,7.41E-05,0.002308786,-0.009523928,-0.010368266,-0.008086498,0.010076753,0.011304727,-0.001163218,-0.003803579,-0.002130231,0.011674509,0.003585316,0.007727942,-0.000675687,-0.002987702,0.000642637,-0.006255429,-0.005726054,0.0026677,-0.005875482,0.002175814,0.001168531,0.001527636,-0.0051577,-0.013447103,-0.000656778,0.003584022,0.00364145,-0.001434803,0.011798666,0.000201898,-0.005967965,-0.010080418,-0.009383693,-0.004635555,0.003817807,-0.00864013,-0.002168836,0.006135997,-0.007640623,0.015122777,-0.003098836,-0.004243114,-0.004077598,0.003784726,-0.00507983,0.003702679,0.001616554,-0.00265533,-0.000469679,-0.007704029,0.001814592,0.006447377,0.001074991,-0.007307361,0.004295223,-0.000574745,3.45E-05,-0.007135832,-0.007819457,-0.003115242,0.007633127,0.004695957,0.01309369,-0.002295085,-0.004198174,-0.006699665,-0.007690982,-0.004995992,-0.018175138,0.004012899,0.00232464,0.007063147,0.002421302,-0.002869121,-0.007660916,0.006189833,-0.006974106,Don't move,6.209150327
4,0.005027146,0.002080408,0.003428683,0.008289716,0.0048652,-0.004628124,0.003787162,0.011677829,1.99E-05,0.001588512,0.020987786,-0.019271933,-0.002897206,0.007425137,-0.018457245,-0.000430127,-0.000970686,0.009992236,0.00518114,-0.006143828,0.00450985,0.008835833,-0.00664218,-0.028339125,-0.003046016,-0.010030674,0.004867906,0.001211118,0.005338283,0.003846109,0.00108278,-0.00470145,-0.010807412,-0.009637767,0.001897908,-0.001729726,0.001365943,0.003659232,-0.004455278,0.001362206,-0.003850313,0.006000956,0.004322403,0.007608717,-0.008717057,0.002077584,0.000454073,0.010398415,-0.009999561,-0.005172731,-0.002370908,-0.001516351,0.008425393,-0.004185377,-0.007811793,-0.00788693,0.01048522,-0.003369445,0.002928267,-0.005975355,-0.002353438,-0.001189853,-0.000971288,-0.010337433,-0.006014787,0.012853194,-0.015266376,0.008017479,0.001160271,-0.006949614,0.006667447,0.001959236,-0.005229445,0.006068463,-0.00426383,-0.005832977,-0.013569826,-0.009161962,0.003494751,-0.010044025,-0.013971434,-0.000551134,0.005041373,-0.007737059,-0.006671222,-0.009358897,-0.004429982,0.00164822,0.000520315,-0.000222995,0.004633065,-0.005291781,0.006012478,-0.00070015,-0.001798009,-0.015207445,-0.021439329,-0.005424932,0.008021831,0.000563269,Don't move,1.33037694
5,0.010457104,-0.043233417,-0.004232578,-0.007364372,0.016325405,-0.039751723,-0.004889258,-0.011863045,-0.002268073,-0.005483372,0.02478635,0.00439002,0.021979315,0.03289598,-0.022756582,-0.002389291,0.056928813,-0.030311741,-0.08676576,0.008986269,0.009248599,-0.02665207,-0.021429561,-0.009228045,-0.008508587,-0.05929308,-0.005109117,0.025095275,0.035871323,-0.028876256,0.04612492,0.011403774,0.008366093,-0.015854292,0.004116925,0.015434161,-0.007588545,-0.011039809,0.03827715,-0.013486998,-0.028163778,0.018005013,-0.014718637,-0.022791252,0.03198637,-0.039022278,-0.015136525,0.038570758,-0.03046039,0.014661438,-0.004280608,-0.014026685,0.0429003,-0.014316519,-0.027115783,-0.00828909,-0.05420766,-0.06316049,0.022994881,0.015000962,-0.031102795,-0.005180117,0.007515056,-0.050517406,-0.01533173,-0.000422409,0.020036656,0.01274194,0.018931292,-0.03090134,-0.01196903,0.010509694,-0.035133533,0.03199377,-0.02045873,0.027767284,-0.048570894,0.03698361,-0.00710333,-0.008789239,0.005036858,-0.013495736,0.03204182,0.024435919,-0.029936299,0.037685964,-0.01814175,0.015298057,0.01206274,-0.016780041,-0.012683508,-0.047501802,0.044338975,0.009068189,0.001844198,-0.013123799,-0.019165581,-0.018075038,-0.011727594,0.006016065,Don't move,6.666666667
6,-0.02288554,-0.018360594,0.026047999,0.009460994,0.006025042,-0.033414107,0.018625967,-0.017275622,0.027312554,-0.001643242,-0.023029642,-0.021451836,0.01594679,-0.008345426,-0.027731134,-0.014241068,-0.008543874,-0.045321856,0.004312494,0.017075323,0.000493729,-0.01514985,0.013741765,0.03185431,-0.012432439,-0.06737319,0.008812731,-0.017752146,-0.02378485,-0.014921412,0.012697291,0.004194758,-0.003639516,0.043006193,0.007814826,-0.028503044,0.005534487,0.008851996,-0.006123164,0.012952872,-0.018079763,0.043075036,-0.068254225,0.014919091,0.04053605,-5.06E-05,0.024393259,0.04582118,0.00999519,0.031706378,-0.006292068,-0.05046968,0.006803897,0.028839178,0.03308323,-0.002677195,0.009598183,-0.013826457,0.033258937,-0.003447547,0.030162135,-0.038575735,-0.006856282,-0.004080125,0.007548696,-0.035245854,-0.03178384,-0.012860887,0.051409494,-0.00636343,0.01108803,-0.012187528,0.03979317,0.004668336,0.010850857,0.027178373,-0.021998508,-0.031161956,-0.002021951,0.000944254,-0.02568629,0.045968834,-0.015177261,-0.035614543,0.016527541,0.027464429,-0.017595809,0.001866223,0.036223944,0.009465904,-0.03778953,0.007754064,-0.025333215,-0.000642323,-0.001303826,0.005964516,-0.022009011,0.008889245,-0.023314169,0.005407363,Don't move,7.070707071
7,0.007932209,-0.005838821,0.005656553,-0.000772662,0.009977568,-0.01417387,-0.00617587,0.013950253,0.008267745,0.017242031,0.013631175,0.003009607,-0.021746239,0.021708008,-0.008662366,-0.009511245,0.011277949,-0.002771813,0.008736855,0.00871132,0.014474001,-0.015734116,-0.01237785,-0.0083393,0.024646197,-0.026093889,0.002730234,0.013297378,0.022473134,-0.000101864,0.007772927,-0.003550726,-0.004048508,-0.009244341,0.0039471,0.010785577,-0.002011617,-0.014478583,0.035076242,-0.0521706,0.009420361,-0.008593656,-0.02920863,0.000817366,-0.004251251,-0.013233512,0.005646024,0.024814531,-0.00405196,-0.007164083,-0.006240202,0.004591405,0.010349647,0.009890854,-0.018092873,0.006906782,0.00357562,-0.013873684,-0.007284755,-0.012792686,0.002694945,-0.023725813,0.007064118,-0.023709655,-0.02341549,0.028931485,0.019432645,0.013940582,0.007152199,-0.011272734,-0.002979657,-0.004610198,-0.025293939,-0.002870502,-0.0158143,-0.018002229,-0.012096427,0.001941106,-0.04207134,0.01393703,-0.018611385,-0.002207791,0.01782424,-0.004085205,-0.007701673,0.013511954,-0.009147982,0.014514826,-0.002354659,-0.016102884,0.005085835,-0.020627959,0.013542899,0.014118964,-0.025639579,0.007889031,-0.041552886,-0.037562557,-0.007509675,0.006577699,Don't move,6.419753086
8,-0.004717346,-0.004856516,-0.001202707,-0.001704669,0.003525747,0.004592499,-0.000534335,-0.001175784,0.003065398,0.003761899,0.004163435,0.002785861,-0.002679098,0.000624573,-0.002707516,-0.003823313,0.00063249,-0.000966743,0.004309144,-0.003194502,-0.004777292,0.002561223,-0.004299861,-0.000592987,0.00297709,-0.003219116,-0.004097319,-0.00153141,0.00067898,0.002668773,0.00140489,-0.002562539,-0.001057978,0.002717153,-0.004420072,-0.000624619,-0.000231932,-0.002196038,0.004294161,-0.003424332,0.002150731,0.004764489,-0.000546104,-0.001740297,-0.003575365,-0.001290354,0.000989048,0.004154829,-0.000744457,0.000127514,-0.004345685,-0.004998956,-0.004178623,0.004247351,-0.002068873,-0.002340544,-0.001257721,0.003521855,-0.003738711,-0.003244362,-0.000683091,0.002722765,1.78E-05,-0.003664124,0.002467966,-0.00026471,0.000778449,-0.001381066,-0.001739848,0.00111598,-0.001964707,-0.002766491,-0.004430852,0.002623766,-0.003615167,-0.002842175,0.004319568,-0.003131972,-0.004358672,-0.000417866,0.003831739,-0.001490727,-0.004235026,-6.23E-05,0.002092872,-0.001713701,0.002311949,9.17E-05,-8.70E-05,-0.000822941,-0.000349746,-0.001460505,-0.001410335,-0.001411927,0.004006245,-0.003763195,0.004009514,-0.003023071,0.003889279,-0.000595809,Don't move,30
9,-0.01825949,0.011909787,-0.005684556,0.000279239,0.017312838,0.027900599,-0.010937002,-0.006999327,-0.001514035,-0.006863213,0.020774506,0.012451156,-0.023342654,-0.005303311,-0.009889788,-0.005487065,-0.024311606,-0.037838828,0.014342076,0.006431082,-0.007661738,0.005196719,-0.014942363,-0.020359635,-0.015127926,-0.02509715,0.01794232,0.002952621,-0.014444473,0.006775506,0.005855614,0.030985294,-0.013757429,0.037607864,0.023046814,0.024318643,0.000202024,-0.025209598,-0.001744832,-0.007168161,0.013511499,0.004658086,-0.017945953,0.010454546,-0.010407548,-0.012893666,0.019340923,-0.002476782,-0.017696777,-0.020978747,-0.005886829,0.014814761,0.022656504,0.002029021,-0.015991282,0.009547446,-0.014537901,-0.020783715,0.024006967,-0.018586839,0.018211113,0.016402293,-0.002269861,0.017827483,-0.007178907,0.019224681,0.002142349,-0.011815663,0.005267275,0.010551739,-0.015102427,0.014736821,-0.036217533,0.032399666,-0.02286136,-0.003097916,-0.011058796,-0.02308556,-0.011674461,0.041760042,-0.024921982,0.015354576,0.000542099,0.01975081,0.00334031,0.00351845,-0.00878151,-0.00807285,-0.030710282,-0.029633926,-0.025531637,0.006292995,0.002047534,0.034962013,0.01842335,-0.02046267,-0.05107534,-0.039367866,0.002535266,0.020771753,Don't move,6.161137441
