,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Label
0,-0.002941314,0.003447642,0.001991765,-0.00107554,0.001927252,-0.004839018,0.003841121,-0.002543083,0.002554629,0.002897813,0.000193673,0.002735744,0.004294616,0.000917645,-0.002269022,-0.0044605,0.002166598,-0.003911358,0.000880522,-0.003217252,0.003221117,-0.001995858,0.00273484,0.003571212,-0.000261775,0.002974509,0.001180599,-0.001593115,-0.002364667,0.001595817,0.002727146,0.000918201,-0.00340121,-0.004394891,-0.000685434,-0.00099332,-0.00494105,-0.003165081,-0.001440195,-0.00076814,0.000745698,-0.000516413,0.004901855,-0.001272218,0.004151688,0.001994346,0.004409333,-0.004417178,0.000272172,0.002650861,-0.001418523,0.003658033,0.003583739,-0.003611376,0.003778054,-0.003334701,0.004909248,-0.003184628,0.002494634,-0.002057106,-0.000113036,0.002036477,0.00185219,0.002748308,-0.001644089,0.003107668,-0.002756703,-0.002576956,-0.001968016,-0.000969274,-0.001997295,1.38E-06,-0.004730378,0.001833414,-0.003404754,0.001800343,-0.003197209,0.002531944,-0.004311515,-0.001896091,-0.000361589,0.003291095,-0.002343628,5.68E-05,0.001272493,-0.002759671,0.003180391,0.003291468,-0.001640431,-0.004069285,-0.001287991,0.00068767,-0.003414637,0.00057173,0.004387019,0.003573951,-0.001446449,-0.004181134,0.003444491,-0.001566377,20.83333333,Don't move
1,-0.001293576,0.003403633,-0.00122667,0.00050571,-0.000339993,0.00334375,-0.001728645,-0.002543808,-0.004084379,0.007842509,-0.001742232,0.003358232,-0.001043813,0.005053537,-0.0142502,0.00349629,0.012464765,-0.004041815,0.001296302,-0.002496271,0.011418173,-0.000144635,0.000895361,-0.009471945,-0.005872058,-0.00951943,-0.004978183,0.000103485,-0.003563379,-0.00674348,0.003094662,0.001213871,-0.003179142,0.006366636,0.003593129,-0.000169034,-0.003102379,-0.009049697,0.002883671,-0.010354019,0.006142982,0.005966535,-0.001753794,-0.003043439,0.004195325,-0.001338708,-0.009212341,0.012986427,0.006699015,-0.007047856,-0.002884129,0.001974528,0.011068583,-0.006758874,-0.000126813,0.003650842,-0.005320489,-0.001526284,-0.005342271,-0.006556486,-0.002508965,0.002650163,-0.003743974,0.007361794,-0.007027665,0.0024417,-0.002140341,-0.00300976,-0.00030171,-0.002847222,-0.008037007,0.002252649,0.004145938,0.00759502,0.000534149,0.004771025,0.007467798,0.000772498,0.002927908,-0.002437243,-0.000290266,-0.000332407,-0.006169537,0.005883315,-0.009959447,0.009427818,-0.009073138,0.006556528,0.007190563,-0.013738772,-0.00499348,0.002817134,0.009200236,0.005817287,-6.74E-06,-0.003597688,-0.005207948,-0.001882684,-4.07E-05,0.005662793,2.653061224,Don't move
2,0.009657574,-0.009946719,-0.005355931,5.70E-06,0.006875338,0.010328191,-0.01688593,-0.011126446,-0.01084752,-0.014953909,-0.009821535,-0.030236848,0.020305444,0.008315781,-0.017956233,0.004621924,0.005432739,-0.01419848,-0.007170389,0.015138287,-0.00031868,0.00707803,-0.0295895,-0.014921274,0.009353484,-0.008674655,-0.02149479,0.008061541,0.005942168,0.009981829,0.021448812,-0.010262176,-0.040496763,0.014560369,-0.003759434,0.003433333,0.005641494,-0.029367674,0.017229382,-0.008943762,8.78E-06,0.009175351,0.008995537,0.029681819,-0.008641047,-0.020451838,0.008376616,0.02087794,-0.017717356,0.004286994,-3.37E-05,-0.010432082,-0.003611743,-0.004738437,-0.012193108,0.033837166,0.005206619,-0.030498108,-0.009470833,0.006458496,0.003853362,-0.000764309,0.006533151,0.004406722,-0.004469819,0.023053471,0.01420543,0.025202854,0.019939689,0.008245518,-0.016484909,-0.014679417,-0.002524923,-0.010777923,0.023236264,-0.005291473,-0.017665545,-0.030211654,0.013839829,-0.04523413,-0.02807127,0.002066871,-0.001387498,0.009223101,0.00030473,-0.009516602,0.000464916,0.03546912,0.008407502,-0.016661506,0.034306373,0.022638375,-0.00606513,0.024322381,-0.016470127,0.005959698,-0.010316236,-0.006694169,-6.48E-05,-0.04195952,5.555555556,Don't move
3,0.0042958,0.006316316,0.011814718,-0.001639328,0.001202731,0.002728018,-0.013029573,0.005086487,0.002765814,-0.005805207,0.000495135,0.004672092,0.00274165,-0.006604761,0.007597901,-0.00143893,0.003161511,0.002941224,-0.002489425,0.000186499,-0.002962358,-0.001367811,-0.003390978,0.001322216,-0.005967402,-0.004326467,-0.007310511,0.007841883,0.009698554,-0.001414811,-0.000143326,-0.003812239,0.01568877,0.002171975,0.002787119,0.000736628,0.006039653,0.001750438,-0.002279809,-0.008955385,0.010201135,-0.006085557,0.004391746,0.004308311,0.001848701,-0.006408734,-0.005824988,-0.000215744,0.009731492,-0.00015384,-0.001396108,0.01288611,0.00017836,-0.000684335,-0.005746241,-0.003467259,-0.004821716,-0.004888941,-0.005368568,-0.003496837,0.008901171,-0.008483613,0.01426955,0.001684146,0.000387533,-0.000524029,0.007447754,-0.009326765,-0.001099705,0.002242615,0.000282778,-0.003569839,-0.007095484,-0.002150411,0.005630547,-0.000860164,-0.006032414,0.009266732,0.002634504,-0.004743156,-0.008909373,-0.004983479,-0.004870213,0.006567555,-0.001927917,0.01319424,-0.005664737,-0.007073392,-0.004871479,-0.00016568,0.002085115,-0.015905753,0.007273357,0.008085733,-0.001788372,0.001947681,-0.008862414,-0.011240404,0.014136421,-0.006245232,6.209150327,Don't move
4,-0.00216251,0.005563093,0.003652201,0.002353883,0.00278753,0.002126397,0.000663818,0.005628415,0.000247421,0.00178393,0.022341322,-0.016353065,-0.006672729,0.012552405,-0.017465398,0.006012288,-0.001969653,0.006904258,0.00094875,-0.011446287,0.007257174,0.002239715,0.001190373,-0.024472991,-0.006342638,-0.00501655,0.003574953,-0.00333518,0.003529913,0.007047039,0.00023543,-0.007271946,-0.008595735,-0.004057265,-0.000440654,-0.001445226,0.000865953,0.006040297,-0.004293841,-0.002132044,-0.005298062,0.00858936,0.006302431,0.007192911,-0.002986373,-8.15E-05,-0.001426295,0.01354767,-0.005503032,-0.007505995,-0.010523155,-0.002953776,0.009090445,0.001301654,-0.01216585,-0.00238927,0.004188242,-0.001237554,0.000736888,-0.004763478,-0.000470244,0.005410421,0.000377441,-0.013627104,-0.009336195,0.016091798,-0.014720297,0.012041339,-0.003840921,-0.004187284,0.001341471,0.008209631,-0.003070588,-0.00078123,-0.006204387,-0.001245076,-0.008629306,-0.011028197,0.004493655,-0.013185766,-0.012334798,0.004692826,0.008661098,-0.003065458,-0.00417668,-0.008350741,-0.009598952,0.002556722,0.007689903,-0.001099889,-0.003072838,-0.001937373,0.003676532,0.003491705,-0.003998919,-0.008460506,-0.017564973,-0.006009011,0.00669051,-0.004138045,1.33037694,Don't move
5,0.002180657,-0.04009931,-0.003733291,-0.006014691,0.015560759,-0.038637057,-0.00481955,-0.01477967,-0.001111534,-0.004413817,0.025312603,0.00151445,0.026548512,0.02775394,-0.02015139,0.003567965,0.054652642,-0.03048602,-0.0888026,0.007802187,0.00685886,-0.026312895,-0.026207574,-0.008280672,-0.007401881,-0.056985304,-0.005440819,0.023564447,0.03159694,-0.024000362,0.041338824,0.014044496,0.005183818,-0.018860845,-0.004493646,0.020335304,-0.009927484,-0.011381361,0.03310041,-0.014569936,-0.026806135,0.011451131,-0.013426634,-0.019320037,0.032412887,-0.04507438,-0.016474476,0.040859707,-0.036962666,0.014939031,0.003496887,-0.008150695,0.046940923,-0.01587681,-0.024593666,-0.000858982,-0.051966257,-0.058520555,0.029700553,0.014806136,-0.024762528,-0.00790939,0.004246695,-0.05103433,-0.013952242,-0.000520618,0.027026184,0.013340441,0.025146084,-0.03449031,-0.007893859,0.014455316,-0.03171899,0.025911793,-0.019067165,0.023102248,-0.0499174,0.03563501,-0.005855175,-0.007988966,0.002232272,-0.00433211,0.025927719,0.027866228,-0.033314925,0.034756176,-0.015625108,0.016450128,0.007114676,-0.01744854,-0.01868931,-0.041556448,0.048236564,0.015840473,0.003342563,-0.015214039,-0.018953998,-0.019777823,-0.009821815,0.005960834,6.666666667,Don't move
6,-0.027834713,-0.02067297,0.020473143,0.011419289,0.01334407,-0.03346725,0.014126202,-0.013965888,0.02333141,-0.006106711,-0.020439295,-0.02506859,0.019666197,-0.009879892,-0.028601406,-0.011782455,-0.007021162,-0.04294503,-0.000761715,0.015258349,-0.00423195,-0.008894233,0.020833181,0.032188978,-0.016998556,-0.065346815,0.007608729,-0.010245521,-0.017412899,-0.006388384,0.010686847,0.009329608,0.000759517,0.037771415,0.009479288,-0.028724382,0.004860805,0.007103308,-0.01005028,0.007913703,-0.016778871,0.039225064,-0.06975119,0.007250127,0.03600779,-0.004077378,0.025326546,0.046037544,0.006992152,0.033477467,-0.003457755,-0.058463838,0.006030813,0.024512554,0.033810955,-0.001761304,0.005804176,-0.012830915,0.037912667,-0.006915596,0.029560154,-0.03417754,-0.001570208,-0.006604893,0.004588953,-0.032488726,-0.0379936,-0.012948591,0.050243326,-0.004343143,0.014115419,-0.017634932,0.035007212,0.006031742,0.009116187,0.024319155,-0.015601846,-0.033433955,-0.008598296,-0.001491768,-0.031510737,0.044449147,-0.016840551,-0.035600077,0.014418898,0.025032563,-0.009681338,0.001480716,0.04132415,0.013342582,-0.04327515,0.00134472,-0.030421698,0.003941627,0.002438763,-0.00104454,-0.01983031,0.005579888,-0.024518723,0.003271466,7.070707071,Don't move
7,0.005699984,-0.005459691,0.005085359,-0.003833773,0.01206906,-0.00893924,-0.007212678,0.010449516,-0.001163505,0.021465456,0.010392083,0.004011011,-0.020471904,0.02556248,-0.007353372,-0.006168574,0.008015153,0.004395374,0.006812287,0.011163619,0.013263426,-0.019788746,-0.013348656,-0.007734207,0.015777044,-0.028632917,-0.004786678,0.011745871,0.024402708,-0.002875446,0.009655815,-0.006323285,0.001345013,-0.012889694,0.004763581,0.012920982,-0.00987038,-0.015272427,0.03428659,-0.055480648,0.011662453,-0.002595075,-0.029005742,-0.002612061,0.001933766,-0.013907938,0.009540232,0.017597988,-0.00037961,-0.002649129,-0.005303036,0.002132055,0.013977944,0.009861209,-0.012854656,0.002333884,0.002014919,-0.018668316,-0.016302945,-0.019561905,0.004779014,-0.02366375,0.00908225,-0.016520102,-0.026210913,0.030662568,0.022094533,0.006916978,0.01087225,-0.009733805,0.001255804,-0.003333517,-0.020971116,-0.008553654,-0.019818421,-0.019042227,-0.014066933,0.001663625,-0.04087055,0.006917318,-0.01349909,-0.00190306,0.015546193,-0.00249579,-0.007683428,0.016090212,-0.008840326,0.011220411,0.002744495,-0.01799616,-0.003741954,-0.019054212,0.012489254,0.011810239,-0.022233557,0.00706412,-0.046099074,-0.033729747,-0.011944799,0.007860621,6.419753086,Don't move
8,-0.001758319,-0.001009389,0.001393642,-0.004249068,0.004429038,0.002986007,0.0036636,0.000906518,0.001021292,0.003568621,2.36E-05,0.003217851,0.002389821,0.003562837,-0.001272441,-0.000687301,-0.00314127,-0.000663152,-0.002411882,-0.002793977,-0.001809133,0.00052587,0.004750328,0.004027452,0.004852175,-0.003197209,-0.002103553,0.002635182,-0.004813298,0.000525576,0.004284853,-0.004903607,0.004119375,-0.003853896,-0.002738208,-0.000790378,-0.004081345,0.001590657,0.000924503,-0.003893951,0.001337013,0.001364241,-0.002645549,0.001635445,0.002820985,0.003915533,0.000662057,0.000505228,0.00049187,-0.00466858,-0.004867696,0.003865958,0.001938994,-0.003670984,0.004415467,1.95E-05,0.002378218,-0.003192086,0.001951479,-0.00273726,-0.001872826,-0.001480018,0.000559823,0.00253731,-0.002108449,0.001351586,-0.003050627,-0.002726038,-0.004026943,0.004084321,0.002539498,-0.001476665,-0.003421522,-0.000499067,0.001598419,0.004250023,-0.002399205,-0.000760392,0.000462653,0.001871979,-0.003307629,0.003185805,-0.003482513,0.004465433,0.003529527,0.00162071,-0.000155303,-0.000543873,0.002987816,-0.001793067,0.002414674,-0.001791305,0.000780151,-0.00196583,-0.000234024,0.001119571,-0.003677445,0.004687384,3.21E-05,-0.000136847,30,Don't move
9,-0.02521166,0.011177982,-0.007890074,0.00497747,0.014420736,0.022590023,-0.013801049,-0.008054263,-0.007349241,-0.005866348,0.021678401,0.005569301,-0.01699395,-0.005405118,-0.009936665,-0.011015733,-0.020539317,-0.03196512,0.010141432,0.009746091,-0.006199278,0.005708405,-0.011095116,-0.020922994,-0.012868824,-0.026304508,0.013862635,0.004924784,-0.017611887,0.008212367,0.001949504,0.033145398,-0.015416211,0.035156738,0.02898974,0.027864419,0.002722112,-0.023222607,-0.006824367,-0.002443821,0.01094491,0.010408755,-0.02313269,0.009089616,-0.010371244,-0.008296143,0.019132204,-0.006579001,-0.017832752,-0.016058125,-0.002361389,0.013058188,0.02152772,-0.003588354,-0.021555755,0.009761091,-0.012536166,-0.026537005,0.026216183,-0.018792458,0.018352441,0.015195394,-0.005970637,0.020174475,-0.009150932,0.017818997,0.010857609,-0.009678977,0.012549778,0.006174038,-0.011477976,0.020779273,-0.04057085,0.030004123,-0.022069978,-0.007323517,-0.014665016,-0.020361455,-0.018725455,0.043055743,-0.026744671,0.012481067,0.000653612,0.017053464,-0.001633734,-0.002057149,-0.004219839,-0.000868062,-0.02901839,-0.030164087,-0.025205867,0.005867234,0.001405234,0.031958833,0.016652334,-0.01856751,-0.05058045,-0.041580833,0.002488971,0.018682195,6.161137441,Don't move
